,comment
3751,"I see so many 'experts' in machine learning insisting on the fact that this has nothing to do conscious artifical intelligence but they fail to realize that this might very well be the way consciousness works. Many hidden layers we don't really know the meaning of, but that are tuned in such a way that we become 'conscious'."
3752,"Given that you're making this series on neural networks, would you consider doing a video explaining the latest version of Google's AI, AlphaGo Zero?"
3753,"when we combine neural-network and math so it work ,,,neural network ,it is work in daily computer design which is exist successfully in daily life . you have to realize how electricity behave as it work in brain what you are watching ,,it is also part of  neural network"
3754,Please make a video on Cinvolutional Neural networks and Recurrent neural networks
3755,Excellent! Thanks!
3756,wonderful
3757,you are too good bro by watching this video i learned too much about  neural network.
3758,"I know the knowledge is good to learn, it's just that some people they really have unpleasing  voice that bothers people. If youtubers want to be popular, they must either have good voice or hire someone with good voice, please."
3759,"It seams like there is a lot of redundancy there, when you write your number in that pixel field in most scenarios all those pixels around corners will have almost no meaning. that means one could optimize this neural network by throwing away those neurons,  right?"
3760,great vid
3761,This channel is awesome! Best thing I found on YouTube recently! Thanks a lot!
3762,"Thank you, very interesting video."
3763,i don't remember why i forgot to subscribe
3764,"one of the most interesting topics of our day explained by one of the most clear math divulgador on youtube, thank you! <3"
3765,Loved it <3. Love the way you put your amazing creativity in preparing the material! #Awesome
3766,sigmoid - vanishing gradient problem for DNN
3767,I was hoping this was about our brain's neuronal networks. Still a great video and I learned a lot.
3768,Smart
3769,"Great, Relates directly to understanding any of the MNIST and python (tensor flow, keras, theano) based deep learning tutorials. Also excellent for intuition about applying neural network concepts to other problems, by breaking processes into layers of problem solution that eventually combine into one cohesive solution.
Besides that, the video is magnificently produced and a joy to watch (although there is no need for the background music, a glaring distraction)."
3770,You are a freaking hero
3771,Hey. Is this one of the grids where a Hilberts curv would be best to use to parse the points into the neurons? if we increase the resolution then the connections would be close and maybe wouldn't have to learn from start?
3772,"10:00 
If the activation is between 0 and 1, how can the sum be greater if the weights for the surrounding pixels are negative? 
If one of those pixels is 0, than the weight times 0 equals 0 (the total sum wouldnt change), if the value of this pixel is non zero, then the negative weight times
the value would be negative and thus the total sum would decrease.
Maybe what is actually going on is, that if the weight is negative, the activation is reversed and then multiplied by the positive weight.. or am I missing something?"
3773,"Error report : 1st thanks for the wonderful quality  of your videos, i would like to point something out at 14:48 the Vector matrix b of biasis, should have a dimensionality of k and not n according to the dimentionality of your matrix W as dim W = k * n, Thank you !!!"
3774,"You want some deep learning?  Pause it at 8:30 and don't come back until you've figured it out.  Or maybe pause it at 8:30 and don't come back until you have your human life figured out.  Then, you might not even feel the need to learn about neural networks."
3775,Very helpful video!
3776,very nice!
3777,I LOVE THIS CHANNEL SO MUCH!!!
3778,"Your videos are amazing and explain everything so well, it's probably the only way I will be able to make a neural network in any programming language. Tensorflow is too hard for me, i'd rather make it myself"
3779,I thought I was already subscribed
3780,👍
3781,Thanks a lot...
3782,Looking forward to part 2
3783,This is so fucking good! Thanks!!!
3784,"Nice video, love the channel."
3785,"I rarely comment on YouTube but I need to compliment this video: it's very well done, from the carefully selected content to the didactic and engaging presentation. Such nice animations!"
3786,"""I'm going to use green for positive, and red for negative weights"" *Noooooo, muh color blind!* No but seriously, thanks for this great video :-)"
3787,ReLU is limited by the numerical dynamic range of the system.  May not be a practical problem?
3788,"haha, computers are so stupid."
3789,I am hoping you are doing the series on deep learning. I already saw Part 2 being released. So excited. Thank you. Your videos are very intuitive to learn from.
3790,The best channel on youtube. Period.
3791,Thank you!
3792,"Best video of neural network that I have seen before :)
It has a nice animation and describtion"
3793,"Best video on the subject I've came across. 👏🏻
What software are you using for the animations?"
3794,"Hm, just a quick question, I read in recent papers that the sigmoid isn't really the preferred activation function anymore for MLP networks, but functions like softplus, ELU or tanh
Like, ReLU isn't differentiable, what about that?"
